value,count
there was a homeless guy sleeping under a tree next to the fence next to the tower .,1
"it is an amazing creation from the masters of engineers , that can never be re-created in future .",1
"deff , recommend to go and snap some photos .",1
more beautiful in person than pictures could ever capture .,1
then you can go straight to a prepaid flag and go directly up .,1
the food stalls around are delicious .,1
we took some great pictures from the trocadero as well as from mid center of the tower the view from the 2nd tier was beautiful .,1
this was still a little overcast but bright .,1
"first level has a bar , room to move , food items , and a see thru portion of floor to look onto the ground below .",1
"however , due to well maintained security system and arrangements we managed to get the tickets quiet easily despite not booking in advance and go to the summit .",1
"as someone who has been both a tourist as well as a resident of paris , i hope my suggestions can help the traveler looking for a smarter way to experience the city of light .",1
its my 3rd time in france but every time i enter it feels like the first time .,1
"you ca n't enter paris without seeing eiffel , the 1000 ft high iron tower !",1
getting there early was definitely worth it .,1
morning or late afternoon -lrb- 5pm -rrb- if it is summer .,1
visiting the eiffel tower is a must for first time visitors to paris .,1
but maybe have id on you just in case you need to get into your country 's embassy .,1
the light show at night is worth seeing and the tower and area itself is very photogenic .,1
", my 7 year old sons reaction to the eiffel tower .",1
we were lucky that we managed to have a night cruise and watch the illumination .,1
queue went down quickly .,1
it was no doubt a pleasure to see the magnificent eiffel tower .,1
"while you are there be sure and check out the extensive photographic collection of famous people who have visited , kings , entertainers and other notables .",1
especially check out eiffel 's apartment .,1
tres bien .,1
"but spending an hour in line to the lift in an endless snake like line , can be very frustrating .",1
i also recommend the stairs over the elevator up to the second floor .,1
we hung out to see it light up at night .,1
we understand part of our group made a big fuss with a lift operator who unlocked and took them up .,1
i felt very secure though .,1
i wanted to go on my wife 's birthday but that option was n't available for advance booking as it was sold out .,1
we began our paris visit with a trip to the eiffel tower .,1
night time views form nearby are also highly recommended .,1
"i recommend either booking in advance -lrb- over a month in advance -rrb- , or if that is not available , i love taking the stairs which you can get on the day of within 15 minutes and walk right up .",1
how can you not like the eiffel tower ?,1
you get beautiful views of the city from the top .,1
"this is the signature of paris , so yes you must visit but do n't get your expectations too high up there .",1
"stunning views from the top , especially at night .",1
"after stating that we would n't bother , so glad we did !!",1
"we took the stairs down from the second level , too .",1
and every bit as amazing as in the movies .,1
the whole experience exceeds expectation .,1
was so excited to see the eiffel tower and it did not disappoint !,1
i 'm sure your personal assistant handles that for you .,1
you have to be at it .,1
"ride a bateau on the seine , head over to the place du mars ... the entire area around the tower will have your eyes popping no matter what direction you face .",1
